[    5301ms] [INFO] %cDownload the React DevTools for a better development experience: https://react.dev/link/react-devtools font-weight:bold @ http://127.0.0.1:4179/node_modules/.vite/deps/react-dom_client.js?v=2aace9b0:20102
[  209251ms] [ERROR] Failed to load resource: the server responded with a status of 500 (Internal Server Error) @ http://127.0.0.1:4179/api/chat:0
[  812500ms] [LOG] [vite] server connection lost. Polling for restart... @ http://127.0.0.1:4179/@vite/client:963
[  861784ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  865820ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  870439ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  879603ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  888389ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  894331ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  902529ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  910084ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  919115ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  924416ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  930550ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  938627ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  947225ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  955334ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  959956ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  966755ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  972160ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  979663ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  988119ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[  993121ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1000690ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1006517ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1014483ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1019420ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1025329ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1031313ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1039045ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1047130ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1056602ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1062319ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1067782ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1074755ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1082181ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1090993ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1098282ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1103425ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1111424ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1125409ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1134778ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1141667ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1146913ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1153144ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1162392ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1170415ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1181238ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1189133ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1196118ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1201367ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1206558ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1213210ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1221691ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1227160ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1235254ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1242230ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1247927ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1255208ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1262525ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1267546ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1272171ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1277842ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1283634ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1289492ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1298701ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1303321ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1309272ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1313738ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1318727ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1323587ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1329130ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1335953ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1345883ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1353020ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1358004ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1365541ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1372321ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1378395ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1383441ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1391855ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1399059ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1406526ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1414087ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1418834ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1424433ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1432877ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1440945ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1446554ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1452850ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1458259ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1465524ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1470107ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1476208ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1488850ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1498913ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1506815ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1511623ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1518945ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1530284ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1535448ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1535693ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/brand/curated/bg-mobile-hive.jpeg:0
[ 1538911ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/brand/curated/bg-mobile-hive.jpeg:0
[ 1539348ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/brand/curated/bg-mobile-hive.jpeg:0
[ 1539348ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1541301ms] [ERROR] Failed to load resource: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/brand/curated/bg-mobile-hive.jpeg:0
[ 1544318ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1548303ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1553986ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1558591ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1562084ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1567057ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1573373ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1576773ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1580242ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1583711ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1587422ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1591254ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1595062ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1601743ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1608503ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1616330ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1624707ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1632533ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1638276ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1644719ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1652437ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1655703ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1665116ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1668649ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1675653ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
[ 1681857ms] [ERROR] WebSocket connection to 'ws://127.0.0.1:24678/' failed: Error in connection establishment: net::ERR_CONNECTION_REFUSED @ http://127.0.0.1:4179/@vite/client:1034
